EVENT_UNIQUE_ID,OCCURRENCE_YEAR,LOCATION_TYPE,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS
GO-20211021710,2021,Streets/Roadways/Highway,None,None,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-20211035664,2021,Streets/Roadways/Highway,None,South Asian,None,None,None,None,None
GO-20211031689,2021,"Open Area, Park or Parking Lot",None,Black,None,None,None,None,None
GO-20211060149,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20211054816,2021,Streets/Roadways/Highway,None,None,None,None,None,Gay,None
GO-20211054257,2021,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-20211052702,2021,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-20211059733,2021,Streets/Roadways/Highway,None,Black,None,None,None,Gay,None
GO-20211061711,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20211188693,2021,Public Transportation,None,Black,None,None,None,None,None
GO-20211070343,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,Gay,None
GO-20211069624,2021,Public Transportation,None,East/Southeast Asian,None,None,Jewish,None,None
GO-20211074425,2021,Streets/Roadways/Highway,None,None,None,Tamil,None,None,None
GO-20211073749,2021,"Open Area, Park or Parking Lot",None,None,Chinese,None,None,None,None
GO-20211117265,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,None,Gay,None
GO-20211766433,2021,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,Gay,None
GO-20211124805,2021,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-20211144896,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,Gay,None
GO-20211138631,2021,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-20211139526,2021,Public Transportation,None,None,None,None,Jewish,None,None
GO-20211153112,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-20211174546,2021,Religious Place of Worship/Cultural Centre,None,None,None,None,Catholic,None,None
GO-20211159177,2021,Public Transportation,None,None,None,None,Jewish,None,None
GO-20211524418,2021,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-20211202153,2021,"Open Area, Park or Parking Lot",None,None,Chinese,None,None,None,None
GO-20211203796,2021,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,Muslim,None,None
GO-20211207470,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,None,Woman
GO-20211210995,2021,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,Black,None,None,None,None,None
GO-20211260906,2021,Religious Place of Worship/Cultural Centre,None,None,None,None,Catholic,None,None
GO-20211228567,2021,"Open Area, Park or Parking Lot",None,None,Sri Lankan,None,None,None,None
GO-20211235761,2021,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,Black,None,None,None,None,None
GO-20211237111,2021,Streets/Roadways/Highway,None,None,None,None,Muslim,None,None
GO-20211249274,2021,Public Transportation,None,None,None,None,Jewish,None,None
GO-20211257665,2021,Public Transportation,None,Black,None,None,None,None,None
GO-20211265520,2021,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-20211298934,2021,"Medical Facility (Hospitals, Long-term Care, etc.)",None,None,None,None,Jewish,None,None
GO-20211294072,2021,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20211300409,2021,Public Transportation,None,Black,None,None,None,None,None
GO-20211312884,2021,Streets/Roadways/Highway,None,None,Chinese,None,None,None,None
GO-20211310924,2021,Public Transportation,None,Black,None,None,None,None,None
GO-20211314237,2021,Government Building,None,None,None,None,None,None,Woman
GO-20211351932,2021,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,Gay,None
GO-20211355524,2021,Streets/Roadways/Highway,None,East/Southeast Asian,None,None,None,None,None
GO-20211355495,2021,Public Transportation,None,None,Indian,None,None,None,None
GO-20211474464,2021,"Open Area, Park or Parking Lot",None,White,None,None,None,None,None
GO-2021138105,2021,Public Transportation,None,Black,None,None,None,None,None
GO-20211408491,2021,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20211407893,2021,Other Commercial / Corporate Places,None,Black,None,None,None,None,None
GO-20211418608,2021,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20211422546,2021,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20211424334,2021,Business/Retail,None,Black,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-20211465348,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-20211509638,2021,Streets/Roadways/Highway,None,East/Southeast Asian,None,None,None,None,None
GO-2022549926,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,East/Southeast Asian,None,None,None,None,None
GO-20211521523,2021,Public Transportation,None,None,Chinese,None,None,None,None
GO-20211528646,2021,Streets/Roadways/Highway,None,East/Southeast Asian,None,None,None,None,None
GO-20211550117,2021,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-20219021598,2021,Religious Place of Worship/Cultural Centre,None,None,None,None,Catholic,None,None
GO-20211566269,2021,Religious Place of Worship/Cultural Centre,None,None,None,None,Jewish,None,None
GO-20211584858,2021,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20211630728,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,Afghan,None,None,None,None
GO-20211655752,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20211683692,2021,Religious Place of Worship/Cultural Centre,None,None,None,None,Jewish,None,None
GO-20211826243,2021,Religious Place of Worship/Cultural Centre,None,None,None,None,Jewish,None,None
GO-20211672606,2021,Streets/Roadways/Highway,None,White,None,None,None,None,None
GO-20211681026,2021,Streets/Roadways/Highway,None,None,None,None,None,Gay,None
GO-20211685113,2021,"Open Area, Park or Parking Lot",None,None,None,None,None,2SLGBTQ+,None
GO-20211778045,2021,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,None,Korean,None,None,None,None
GO-20211742543,2021,Streets/Roadways/Highway,None,None,None,None,Muslim,None,None
GO-20211739148,2021,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20211742730,2021,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,Jewish,None,None
GO-20211739962,2021,Business/Retail,None,None,None,None,Jewish,None,None
GO-20211739839,2021,Public Transportation,None,None,None,None,Jewish,None,None
GO-20211757334,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,Indian,None,Muslim,None,None
GO-20211751860,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20211763257,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,Israeli,None,Jewish,None,None
GO-20211776994,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-20211772085,2021,"Open Area, Park or Parking Lot",None,None,None,None,Muslim,None,None
GO-20211777312,2021,Streets/Roadways/Highway,None,None,Arab,None,None,None,None
GO-20211782739,2021,Other Commercial / Corporate Places,None,Black,None,None,None,None,None
GO-20211795156,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,Gay,None
GO-20211794539,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-20211806986,2021,Public Transportation,None,None,None,None,None,2SLGBTQ+,None
GO-20211815721,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,Jewish,None,None
GO-20211833133,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20211833486,2021,Public Transportation,None,East/Southeast Asian,None,None,None,None,None
GO-20211864813,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,None,Transgender
GO-20212010447,2021,Other Commercial / Corporate Places,None,South Asian,None,None,None,None,None
GO-20211848115,2021,Streets/Roadways/Highway,None,East/Southeast Asian,None,None,None,None,None
GO-20211856066,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Muslim,None,Woman
GO-20211863376,2021,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-20211932673,2021,Streets/Roadways/Highway,None,None,None,None,None,Lesbian,None
GO-20211877594,2021,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-20212115244,2021,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20211893785,2021,Streets/Roadways/Highway,None,None,Iranian,None,None,None,None
GO-20211914820,2021,Streets/Roadways/Highway,None,None,None,None,None,Gay,None
GO-20211934698,2021,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,Black,None,None,None,2SLGBTQ+,None
GO-20211922804,2021,Other Commercial / Corporate Places,None,East/Southeast Asian,None,None,None,None,None
GO-20211921132,2021,Streets/Roadways/Highway,None,East/Southeast Asian,None,None,None,None,None
GO-20211925727,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20211937275,2021,"Open Area, Park or Parking Lot",None,None,None,None,None,Gay,None
GO-20211932484,2021,Streets/Roadways/Highway,None,East/Southeast Asian,None,None,None,None,None
GO-20211966491,2021,Other Commercial / Corporate Places,None,Black,None,None,None,None,None
GO-20211955798,2021,Streets/Roadways/Highway,None,East/Southeast Asian,None,None,None,None,None
GO-20211961511,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Muslim,None,None
GO-20211962951,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-20211981745,2021,NA,None,None,None,None,None,Gay,None
GO-20211983957,2021,Other Commercial / Corporate Places,None,None,Korean,None,None,None,None
GO-20211998760,2021,"Open Area, Park or Parking Lot",None,Black,None,None,None,None,None
GO-20212142857,2021,Public Transportation,None,Black,None,None,None,None,None
GO-20212024430,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-20212026600,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20212036831,2021,NA,None,White,None,None,Jewish,None,None
GO-2022925514,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-20212073525,2021,Public Transportation,None,None,None,None,Jewish,None,None
GO-20212078161,2021,NA,None,None,Indian,None,None,None,None
GO-20212088609,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,Chinese,None,None,None,None
GO-20212092559,2021,"Open Area, Park or Parking Lot",None,None,None,None,None,Lesbian,None
GO-20212096720,2021,"Open Area, Park or Parking Lot",None,None,None,None,None,2SLGBTQ+,None
GO-20212114471,2021,Streets/Roadways/Highway,None,None,Chinese,None,None,None,None
GO-20212124343,2021,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,South Asian,None,None,None,None,None
GO-20212149280,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,Jewish,2SLGBTQ+,None
GO-20212156048,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20212152544,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,Chinese,None,Jewish,None,None
GO-20212161381,2021,Religious Place of Worship/Cultural Centre,None,None,None,None,Muslim,None,None
GO-20212164055,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20212294784,2021,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,Black,None,None,None,None,None
GO-2022363579,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-20212194397,2021,"Open Area, Park or Parking Lot",None,Black,None,None,Jewish,None,None
GO-202275462,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,Black,None,None,None,None,None
GO-20212204857,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,Gay,None
GO-20212239365,2021,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,None,None,None,Jewish,None,None
GO-20212273267,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20212267097,2021,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20212269429,2021,Streets/Roadways/Highway,None,South Asian,None,None,None,None,None
GO-20212315408,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-20212308476,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20212329731,2021,Streets/Roadways/Highway,None,None,None,None,None,None,Transgender Man (Identifies As Man)
GO-20212357393,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-2022275578,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,Black,None,None,Jewish,None,Woman
GO-20212354916,2021,Public Transportation,None,None,None,None,Sikh,None,None
GO-20212364045,2021,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-20212400705,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-20212407165,2021,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,2SLGBTQ+,None
GO-20212428190,2021,Public Transportation,None,Black,None,None,None,None,None
GO-20212421476,2021,"Apartment Building (Condo, Retirement Buidling, etc.)",None,Black,None,None,Jewish,None,None
GO-20212475984,2021,NA,None,None,None,None,Jewish,None,None
GO-20212510178,2021,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20222002,2022,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-2022445306,2022,Business/Retail,None,Black,None,None,None,None,None
GO-20229542,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-202217371,2022,Public Transportation,None,None,None,None,None,None,Transgender
GO-202217411,2022,Public Transportation,None,East/Southeast Asian,None,None,None,None,None
GO-202235118,2022,Public Transportation,None,Black,None,None,None,None,None
GO-202265776,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,Black,None,None,Jewish,2SLGBTQ+,None
GO-2022263059,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,Black,None,None,None,None,None
GO-202272588,2022,Public Transportation,None,Black,None,None,None,None,None
GO-2022115810,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Muslim,None,None
GO-2022161434,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2022149653,2022,Streets/Roadways/Highway,None,East/Southeast Asian,None,None,None,None,None
GO-2022277041,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-2022179826,2022,Public Transportation,None,None,Arab,None,None,None,None
GO-2022178267,2022,Public Transportation,None,None,Filipino,None,None,None,None
GO-2022189700,2022,Streets/Roadways/Highway,None,Black,None,None,None,Gay,None
GO-2022206429,2022,Public Transportation,None,East/Southeast Asian,None,None,None,None,None
GO-2022243566,2022,Religious Place of Worship/Cultural Centre,None,Black,None,None,None,None,None
GO-2022252950,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,Jewish,None,None
GO-2022247976,2022,Streets/Roadways/Highway,None,None,None,None,Jewish,None,None
GO-2022245622,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Muslim,None,None
GO-2022253974,2022,Other Commercial / Corporate Places,None,None,Ukrainian,None,None,None,None
GO-2022292449,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,East/Southeast Asian,None,None,None,None,None
GO-2022258169,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-2022266348,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-2022267973,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-2022270713,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,Black,None,None,None,None,None
GO-2022326663,2022,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-2022301278,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-2022341002,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-2022348872,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-2022377496,2022,Non-Commercial/Non for Profit,None,Black,None,None,None,None,None
GO-2022472350,2022,Business/Retail,None,None,None,None,Jewish,None,None
GO-2022365446,2022,Business/Retail,None,None,Russian,None,None,None,None
GO-2022363601,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,None,Transgender Man (Identifies As Man)
GO-2022370704,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,Ukrainian,None,None,None,None
GO-2022390048,2022,"Open Area, Park or Parking Lot",None,None,Ukrainian,None,None,None,None
GO-2022390843,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2022389827,2022,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,None,Ukrainian,None,None,None,None
GO-2022384184,2022,Other Commercial / Corporate Places,None,None,None,None,Muslim,None,None
GO-2022396686,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2022396104,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20221043175,2022,Streets/Roadways/Highway,None,None,None,None,Muslim,None,None
GO-2022384262,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,Ukrainian,None,None,None,None
GO-2022403056,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,Jewish,2SLGBTQ+,None
GO-2022396813,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2022405319,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2022417320,2022,Other Commercial / Corporate Places,None,None,Ukrainian,None,None,None,None
GO-2022432485,2022,Public Transportation,None,South Asian,None,None,None,None,None
GO-2022446692,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Other race not mentioned,None,None,None,None,None
GO-2022420485,2022,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-2022421244,2022,"Open Area, Park or Parking Lot",None,None,Russian,None,None,None,None
GO-2022431054,2022,Religious Place of Worship/Cultural Centre,None,None,None,None,Jewish,2SLGBTQ+,None
GO-2022427294,2022,"Open Area, Park or Parking Lot",None,Black,None,None,Jewish,None,None
GO-2022429852,2022,Other Commercial / Corporate Places,None,None,Ukrainian,None,None,None,None
GO-2022437671,2022,Public Transportation,None,South Asian,None,None,None,2SLGBTQ+,None
GO-2022443766,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2022446073,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,2SLGBTQ+,None
GO-2022450615,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2022457709,2022,Public Transportation,None,None,None,None,Jewish,None,None
GO-2022472889,2022,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-2022480176,2022,Streets/Roadways/Highway,None,Latino,None,None,None,None,None
GO-2022475130,2022,"Open Area, Park or Parking Lot",None,None,Ukrainian,None,None,None,None
GO-2022494757,2022,Public Transportation,None,East/Southeast Asian,None,None,Muslim,None,None
GO-2022493049,2022,Streets/Roadways/Highway,None,Other race not mentioned,None,None,None,None,None
GO-2022528026,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2022534992,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-2022506622,2022,"Open Area, Park or Parking Lot",None,Black,None,None,None,None,None
GO-2022508361,2022,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-2022594959,2022,Streets/Roadways/Highway,None,None,Russian,None,None,None,None
GO-2022622781,2022,Streets/Roadways/Highway,None,None,Chinese,None,None,None,None
GO-2022678821,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-2022634644,2022,Public Transportation,None,East/Southeast Asian,None,None,None,None,None
GO-2022644242,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,None,None,Transgender Woman (Identifies As Woman)
GO-2022780069,2022,Public Transportation,None,None,Korean,None,None,None,None
GO-2022673371,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-2022673268,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Muslim,None,None
GO-2022680231,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,Black,None,None,None,None,None
GO-2022688919,2022,Streets/Roadways/Highway,None,None,Indian,None,None,None,None
GO-2022726974,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-2022707213,2022,Streets/Roadways/Highway,None,None,Indian,None,None,None,None
GO-2022723678,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,Jewish,None,None
GO-2022780753,2022,Other Commercial / Corporate Places,None,Black,None,None,None,None,None
GO-2022739342,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2022737679,2022,NA,None,Black,None,None,None,None,None
GO-2022821421,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2022815139,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-2022798816,2022,NA,None,Middle Eastern,None,None,None,Gay,None
GO-2022820697,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-2022808810,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-2022807321,2022,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-2022822665,2022,Public Transportation,None,Black,None,None,None,None,None
GO-2022861180,2022,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,None,None,None,Muslim,None,None
GO-2022877834,2022,Public Transportation,None,Black,None,None,None,None,None
GO-2022894232,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2022889066,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,Jewish,None,None
GO-2022886125,2022,Public Transportation,None,None,None,None,Jewish,None,None
GO-2022895878,2022,Other Commercial / Corporate Places,None,None,None,None,None,None,Transgender
GO-2022896885,2022,Public Transportation,None,None,None,None,Jewish,None,None
GO-2022973725,2022,Public Transportation,None,East/Southeast Asian,None,None,None,None,None
GO-2022929403,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2022930329,2022,Religious Place of Worship/Cultural Centre,None,None,None,None,None,2SLGBTQ+,None
GO-2022936734,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2022941259,2022,Other Commercial / Corporate Places,None,None,None,None,None,Gay,None
GO-2022949224,2022,Public Transportation,None,Black,None,None,None,None,None
GO-2022958627,2022,"Open Area, Park or Parking Lot",None,None,None,None,Muslim,None,None
GO-2022967269,2022,"Open Area, Park or Parking Lot",None,None,None,None,None,2SLGBTQ+,None
GO-2022984269,2022,NA,None,Black,None,None,None,None,None
GO-2022982864,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-2022996418,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20221019688,2022,Other Commercial / Corporate Places,None,Black,None,None,None,None,None
GO-20221028472,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,None,None,None,Gay,None
GO-20221046731,2022,Streets/Roadways/Highway,None,None,None,None,None,2SLGBTQ+,None
GO-20221040715,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20221069599,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,2SLGBTQ+,None
GO-20221072111,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,None,None,None,Jewish,None,None
GO-20221070240,2022,Business/Retail,None,None,None,None,None,2SLGBTQ+,None
GO-20221078809,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,None,2SLGBTQ+,None
GO-20221090781,2022,NA,None,None,None,None,Jewish,None,None
GO-20221115446,2022,Streets/Roadways/Highway,None,East/Southeast Asian,None,None,None,None,None
GO-20221115960,2022,Streets/Roadways/Highway,None,None,None,None,None,Gay,None
GO-20221132313,2022,Streets/Roadways/Highway,None,None,None,None,None,Gay,None
GO-20221170289,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,Jewish,None,None
GO-20221153570,2022,"Open Area, Park or Parking Lot",None,Black,None,None,Jewish,None,None
GO-20221149694,2022,Public Transportation,None,None,Other Ethnicity not mentioned,None,None,None,Woman
GO-20221169688,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,None,None,None
GO-20221171643,2022,Streets/Roadways/Highway,None,East/Southeast Asian,None,None,None,None,None
GO-20221183314,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,None,Other Ethnicity not mentioned,None,None,None,None
GO-20221183437,2022,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-20221550055,2022,"Apartment Building (Condo, Retirement Buidling, etc.)",None,East/Southeast Asian,None,None,None,None,None
GO-20221198264,2022,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20221202397,2022,Streets/Roadways/Highway,None,None,None,None,None,Gay,None
GO-20221211711,2022,"Medical Facility (Hospitals, Long-term Care, etc.)",None,None,None,None,None,None,Woman
GO-20221322730,2022,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-20221270650,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,Jewish,None,None
GO-20221480609,2022,"Government Building (Courthouse, Museums, Parliament Building, etc.)",None,Black,None,None,None,None,None
GO-20221254600,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,None,None,Jewish,None,None
GO-20221271322,2022,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",None,None,Indian,None,None,Gay,None
GO-20221249858,2022,Streets/Roadways/Highway,None,"Indigenous, East/Southeast Asian",None,None,Jewish,None,None
GO-20221259546,2022,Streets/Roadways/Highway,None,Black,None,None,None,None,None
GO-20221334948,2022,"Open Area, Park or Parking Lot",None,Black,None,None,Jewish,None,None
GO-20221315604,2022,Streets/Roadways/Highway,None,None,None,None,None,Gay,None
GO-20221313535,2022,"Open Area, Park or Parking Lot",None,None,None,None,Jewish,None,None
GO-20221321249,2022,"Educational Institution (Universities, Colleges, Schools, etc.)",None,Black,None,None,Jewish,None,None
GO-20221338598,2022,Other Commercial / Corporate Places,None,None,None,None,Jewish,None,None
GO-20221342512,2022,NA,None,Black,None,None,None,None,None
GO-20221350373,2022,Public Transportation,None,Black,None,None,Jewish,None,None
